Protein group ID	ID'ed in Moloney et al.	tagm.map.localisation.prediction	Protein IDs (Tb427)	Majority protein IDs (Tb427)	Protein IDs (Both 427 and 927)	Majority protein IDs (Both 427 and 927)	Protein description	Guther et al. Name	Guther et al. Description	Mito. OM acc. to Niemann et al. (2013)	Mito. IM acc. to Niemann et al. (2013)	Glycosomal acc. to Güther et al. (2014)	Comments	Is a dual localized protein	TMD/hydrophobic protein	TM Presence	Guther et al High + TM	Peroxins and known PMPs	Marker - NEW	Marker protein name	Mol. weight [kDa]	Q-value	Score	Mean correlation	p-value	Class 1/2 PMP final assessment	Class 1/2 protein (preliminary)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Correlation Glyco-mem Rep1	Correlation Glyco-mem Rep2	Correlation Glyco-mem Rep3	Correlation Glyco-mem imputed Rep1	Correlation Glyco-mem imputed Rep2	Correlation Glyco-mem imputed Rep3	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	Glycosomes (Total)	SN0	SN1	SN2	Glycosomal membrane (MP)	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
876			Tb427_040017400	Tb427_040017400	Tb427_040017400;Tb927.4.1510	Tb427_040017400;Tb927.4.1510	"Phospholipid-translocating ATPase N-terminal/E1-E2 ATPase/Cation transport ATPase (P-type)/Phospholipid-translocating P-type ATPase C-terminal, putative "		"phospholipid-translocating ATPase, putative"												121.5	0	323	0.9596092	1.01E-02		2	0.783	0.805	0.826	0.769	1	0.979666997	0.939551459		0.979666997	0.939551459	0.462074221	0.582	0.622	0.668	0.554	1	0.984	0.989	0.985	0.983	1	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0	0	0.001	0	0.001	0	0.012	1	0.75	0	0	0
4215			Tb427_110110000	Tb427_110110000	Tb427_110110000;Tb927.11.10140	Tb427_110110000;Tb927.11.10140	"hypothetical protein, conserved "		"hypothetical protein, conserved"				"It doesn’t peak in the Glyc fraction, but it is a high-confidence protein in Guther et al."	Possible	TriTrypDB	Yes	1				30.3	0	145	0.959214	9.46E-04	1	1	0.101	0.064	0.4	0.065	0.937	0.998849253	0.996546652	0.882246002	0.998849253	0.996546652	0.882246002	0.046	0.012	0.094	0.022	1	0.19	0.036	0.107	0.057	1	0.068	0.144	1	0.116	0.810413958	0	0.055	0.019	0	0.006	0	0.056	1	0.03	0	0	0
732			Tb427_110066300;Tb427_030046700	Tb427_110066300;Tb427_030046700	Tb427_030046700;Tb427_110066300;Tb927.11.6140;Tb927.3.4360	Tb427_030046700;Tb427_110066300;Tb927.11.6140;Tb927.3.4360	"Ribosomal protein S8, putative ;Ribosomal protein S8, putative "		"40S ribosomal protein S15A, putative"				40S ribosomal protein S								14.6	0	153	0.9577561	5.01E-03		1	0.166	0.176	0.409	0.04	1	0.99781441	0.929026877	0.94642703	0.99781441	0.929026877	0.94642703	0.032	0.041	0.13	0.021	1	0.431	0.427	0.108	0.069	1	0.035	0.059	0.989	0.029	1	0.001	0.523	0.334	0	0.022	0.001	1	0.982	0.202	0.001	0	0.003
3139			Tb427_100067300	Tb427_100067300	Tb11.v5.0277.1-p1;Tb427_100067300;Tb927.10.6290	Tb11.v5.0277.1-p1;Tb427_100067300;Tb927.10.6290	"DEAD/DEAH box helicase/Type III restriction enzyme, res subunit/Helicase conserved C-terminal domain containing protein, putative "		"ATP-dependent DEAD/H RNA helicase, putative"				"Profile not present for this protein, however it is not glycosomal"								57.6	0.0097838	2	0.9569261	9.20E-03		1	0.37	0.408	0.425	0.389	1		0.988521797	0.925330493	0.867031524	0.988521797	0.925330493	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.004	0.007	0.019	0.002	1	0.737	0.809	0.831	0.776	1												
403	1	glycosomes	Tb427_010033000	Tb427_010033000	Tb427_010033000;Tb927.1.5000	Tb427_010033000;Tb927.1.5000	"hypothetical protein, conserved "		"hypothetical protein, conserved"			High-confidence			Phobius	 Yes but not predicted					30.5	0	323	0.9554262	5.07E-04	1	1	0.073	0.039	0.35	0.011	0.919	0.999151898	0.999738825	0.867387888	0.999151898	0.999738825	0.867387888	0.03	0.012	0.016	0.008	1	0.15	0.055	0.033	0.007	1	0.039	0.049	1	0.017	0.756520533	0.008	1	0.134	0.001	0.001	0	0.039	0.097	0.009	0	0	0
1547			Tb427_070006700	Tb427_070006700	Tb427_070006700;Tb927.7.310	Tb427_070006700;Tb927.7.310	"Glutathione S-transferase, N-terminal domain containing protein, putative "							TRUE	Phobius	 Yes but not predicted					38	0	18	0.952375	5.30E-03	1	1	0.239	0.215	0.202	0.221	1	0.997935914	0.968925469	0.89026376	0.997935914	0.968925469	0.89026376	0.053	0.001	0.012	0.008	1	0.531	0.482	0.361	0.522	1	0.134	0.162	0.231	0.133	1	0.005	0.677	0.307	0.01	0.009	0.007	0.041	1	0.109	0.009	0.023	0.011
4203			Tb427_110108600	Tb427_110108600	Tb427_110108600;Tb927.11.10020	Tb427_110108600;Tb927.11.10020	"short chain dehydrogenase/Enoyl-(Acyl carrier protein) reductase, putative "							TRUE (Possible DHRS7b homolog)	TriTrypDB	Yes	1		Glyco_mito	"Short-chain dehydrogenase, putative"	33.9	0	152	0.9518404	7.41E-04	1	1	0.028	0.009	0.017	0	1	0.999294504	0.997095969	0.859130842	0.999294504	0.997095969	0.859130842	0.006	0.008	0.004	0.001	1	0.076	0.011	0.005	0.001	1	0	0.007	0.042	0	1	0.002	1	0.364	0.002	0.002	0	0.023	0.541	0.006	0	0	0
619			Tb427_030020800;Tb427_100087300;Tb427_040010100;Tb427_100151000	Tb427_030020800	Tb11.v5.0513.1-p1;Tb427_030020800;Tb427_040010100;Tb427_100087300;Tb427_100151000;Tb927.10.14270;Tb927.10.8050;Tb927.3.2110;Tb927.4.820	Tb427_030020800;Tb927.3.2110	"NLI interacting factor-like phosphatase, putative "		"TFIIF-stimulated CTD phosphatase, putative"			Possible glycosomal	"TbTIM50 but doubtful. Density gradient indicates mainly glycosomal. Hydrophobicity unclear, classify as GM* (Glycosome membrane associated or matrix-like), it could associate with lipids, but not as IM protein"	Possible		No					47.2	0	323	0.9516017	1.33E-02		2	0.258	0.12	0.45	0.07	1	0.931371419	0.930664501	0.992769298	0.931371419	0.930664501	0.992769298	0.054	0.031	0.42	0.012	1	0.548	0.087	0.181	0.054	1	0.173	0.242	0.751	0.145	1	0.02	1	0.587	0.04	0.028	0.032	0.195	0.036	0.041	0.041	0.028	0.026
1141			Tb427_050022100	Tb427_050022100	Tb427_050022100;Tb927.5.1630	Tb427_050022100;Tb927.5.1630	"Cytochrome b5-like Heme/Steroid binding domain containing protein, putative "		"hypothetical protein, conserved"			High-confidence		TRUE	TriTrypDB	Yes	1				17.7	0	183	0.9488304	4.12E-03	1	1	0.247	0.045	0.382	0.025	1	0.998867025	0.895668415	0.951955774	0.998867025	0.895668415	0.951955774	0.048	0.009	0.081	0	1	0.619	0.037	0.102	0.02	1	0.074	0.089	0.964	0.054	1	0	0.464	0.067	0	0.001	0.003	0.066	1	0.199	0	0	0
1930			Tb427_070080700	Tb427_070080700	Tb427_070080700;Tb927.7.7300	Tb427_070080700;Tb927.7.7300	"DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein, putative "		"ATP-dependent DEAD/H RNA helicase, putative"												108.9	0	11	0.9470067	1.48E-02		2	0.206	0.264	0.424	0.107	1	0.960881086		0.933132385	0.960881086	0.538194573	0.933132385	0.308	0.056	0.05	0.096	1	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.105	0.472	0.797	0.119	1	0.014	1	0.026	0.014	0.107	0.018	0.023	0.022	0.026	0.021	0.011	0.185
3772			Tb427_110026800	Tb427_110026800	Tb427_110026800;Tb927.11.2190	Tb427_110026800;Tb927.11.2190	"Domain of unknown function (DUF543), putative "		"hypothetical protein, conserved"				Cytoplasm								11.2	0	10	0.9453419	1.30E-02		2	0.439	0.372	0.415	0.403	1	0.976628951		0.914054938	0.976628951	0.568521144	0.914054938	0.417	0.28	0.291	0.37	1	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.46	0.465	0.54	0.436	1	0.011	0.49	0.045	0.023	0.009	0.01	0.067	1	0.04	0.018	0.021	0.019
3205			Tb427_100081200	Tb427_100081200	Tb427_100081200;Tb927.10.7510	Tb427_100081200;Tb927.10.7510	"Regulator of chromosome condensation (RCC1) repeat, putative "						Flagellar								52.2	0	215	0.9446765	1.33E-02		2	0.106	0.084	0.253	0.069	1	0.955569458	0.981765105	0.896695004	0.955569458	0.981765105	0.896695004	0.191	0.162	0.438	0.144	1	0.09	0.035	0.168	0.035	1	0.037	0.055	0.153	0.028	1	0.008	1	0.197	0.008	0.01	0.014	0.217	0.073	0.017	0.016	0.012	0.005
1755			Tb427_070045200	Tb427_070045200	Tb427_070045200;Tb927.7.3980	Tb427_070045200;Tb927.7.3980	"hypothetical protein, conserved "						"Ubc2, ubiquitin-conjugating enzyme E2 , known to bind to Gim5(https://pubmed.ncbi.nlm.nih.gov/38556171/), However no TM. So classified as GM*"	Possible		No					97.2	0	323	0.9438974	5.85E-03		1	0.259	0.006	0.279	0.001	1	0.996173023	0.84227182	0.993247252	0.996173023	0.84227182	0.993247252	0.047	0.01	0.132	0	1	0.728	0.003	0.006	0.001	1	0	0.006	0.701	0	1	0.001	0.387	0.238	0	0.005	0	0.167	1	0.144	0	0	0
2682	1	glycosomes	Tb427_090066300	Tb427_090066300	Tb427_090066300;Tb927.9.11640	Tb427_090066300;Tb927.9.11640	"hypothetical protein, conserved "		"hypothetical protein, conserved"						Phobius	Yes but not predcited					27	0	21	0.9388629	1.24E-02	2	2	0.007	0.022	0.058	0.005	1		0.98884676	0.88887913	0.866345255	0.98884676	0.88887913	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.011	0.035	0.01	0.008	1	0.004	0.008	0.105	0.001	1	0.018	1	0.069	0.028	0.027	0.029	0.072	0.285	0.032	0.041	0.04	0.017
2296			Tb427_080074600	Tb427_080074600	Tb427_080074600;Tb927.8.6830	Tb427_080074600;Tb927.8.6830	"Kinesin motor domain/Microtubule binding, putative "							Possible	Phobius	Yes but not predcited					198.6	0	57	0.9324603	9.35E-03	1	1	0.297	0.267	0.566	0.238	1	0.99118339	0.83151069	0.974686892	0.99118339	0.83151069	0.974686892	0.259	0.31	0.248	0.173	1	0.386	0.148	0.633	0.132	1	0.245	0.342	0.816	0.41	1	0.004	0.104	0.008	0.004	0.007	0.005	0.395	1	0.033	0.006	0.003	0.004
1193	1	glycosomes	Tb427_050032900	Tb427_050032900	Tb427_050032900;Tb927.5.2650	Tb427_050032900;Tb927.5.2650	"FAD binding domain/D-arabinono-1,4-lactone oxidase, putative "		L-galactonolactone oxidase			High-confidence				No			Glycosomal matrix		58.8	0	323	0.9319441	1.70E-02		2	0.158	0.076	0.178	0.026	1	0.965539162	0.972137391	0.858155814	0.965539162	0.972137391	0.858155814	0.023	0.033	0.307	0	1	0.396	0.03	0.103	0.042	1	0.054	0.165	0.124	0.037	1	0.002	1	0.343	0.002	0.007	0	0.044	0.102	0.007	0.002	0	0.001
2701			Tb427_090070500;Tb427_090070400	Tb427_090070500;Tb427_090070400	Tb427_090070400;Tb427_090070500;Tb927.9.12200;Tb927.9.12240	Tb427_090070400;Tb427_090070500;Tb927.9.12200;Tb927.9.12240	"Ribosomal protein L31e, putative ;Ribosomal protein L31e, putative "		"60S ribosomal subunit protein L31, putative"				"60 S ribosome, also not shown in Glyc proteome"								21.7	0	98	0.9303301	6.17E-03		1	0.302	0.013	0.25	0.001	1	0.995896734	0.797779215	0.997314476	0.995896734	0.797779215	0.997314476	0.094	0.001	0.042	0	1	0.811	0.004	0.204	0.003	1	0.001	0.033	0.503	0	1	0.001	0.568	0.371	0.008	0.036	0.001	0.853	1	0.251	0.001	0.005	0.002
2184			Tb427_080052800	Tb427_080052800	Tb427_080052800;Tb927.8.4770	Tb427_080052800;Tb927.8.4770	"ADP-ribosylation factor family/50S ribosome-binding GTPase/Ras of Complex, Roc, domain of DAPkinase/Ras family, putative "		small GTP-binding protein Rab18				"To be rechecked, it shows a peak in both 12 and 18. However in Guther et all, its called a contaminant"								23.5	0	31	0.9265668	4.04E-03		1	0.119	0.09	0.393	0.089	0.892	0.999052578	0.988220234	0.792427545	0.999052578	0.988220234	0.792427545	0.024	0.001	0.008	0.001	1	0.142	0.058	0.171	0.056	1	0.191	0.212	1	0.21	0.675534465	0.006	1	0.285	0.003	0.002	0.007	0.094	0.943	0.735	0.003	0.006	0.007
2578	1	glycosomes	Tb427_090049000	Tb427_090049000	Tb427_090049000;Tb927.9.8720	Tb427_090049000;Tb927.9.8720	"Fructose-1-6-bisphosphatase, N-terminal domain containing protein, putative "						"PTS1, Carbonate resistant"			No			Glycosomal matrix	"fructose-1,6-bisphosphatase "	38.5	0	323	0.9251498	1.16E-02		2	0.235	0.046	0.164	0.006	1	0.991762256	0.872208977	0.911478267	0.991762256	0.872208977	0.911478267	0.036	0.007	0.172	0	1	0.669	0.03	0.137	0.018	1	0	0.101	0.184	0	1	0.001	1	0.207	0.001	0.001	0	0.028	0.049	0.001	0	0	0
510	1	glycosomes	Tb427_020030300	Tb427_020030300	Tb427_020030300;Tb927.2.5800	Tb427_020030300;Tb927.2.5800	"Fructose-1-6-bisphosphatase, N-terminal domain/Inositol monophosphatase family, putative "	SBP	"sedoheptulose-1,7-bisphosphatase"			High-confidence	"PTS1, Carbonate resistant"			No					35.5	0	323	0.9182772	7.57E-03		1	0.276	0.03	0.122	0	1	0.998035288	0.829388083	0.927408223	0.998035288	0.829388083	0.927408223	0.066	0.009	0.087	0	1	0.76	0.014	0.068	0	1	0.001	0.067	0.21	0	1	0.001	1	0.284	0	0.003	0	0.019	0.041	0.004	0	0.001	0.001
2286			Tb427_080072500	Tb427_080072500	Tb427_080072500;Tb927.8.6620	Tb427_080072500;Tb927.8.6620	"UBA/TS-N domain containing protein, putative "					High-confidence		Possible	TriTrypDB	Yes	1				40.1	0	86	0.9148904	2.65E-03	1	1	0.024	0.019	0.343	0.01	0.846	0.99952405	0.992629525	0.752517568	0.99952405	0.992629525	0.752517568	0.012	0.008	0.013	0.001	1	0.038	0.004	0.016	0.01	1	0.023	0.046	1	0.019	0.538392593	0.051	1	0.131	0.075	0.077	0.057	0.294	0.42	0.108	0.065	0.078	0.093
3850			Tb427_110040000	Tb427_110040000	Tb427_110040000;Tb927.11.3490	Tb427_110040000;Tb927.11.3490	"hypothetical protein, conserved "							Possible							87.8	0	323	0.9111844	1.45E-02		2	0.189	0.015	0.386	0.001	0.875	0.994334354	0.928846727	0.810372228	0.994334354	0.928846727	0.810372228	0.049	0.023	0.158	0.001	1	0.52	0.018	0.001	0.001	1	0	0.003	1	0	0.62602721	0.003	0.208	0.225	0.001	0.013	0	0.147	1	0.179	0	0	0
603			Tb427_030018100	Tb427_030018100	Tb427_030018100;Tb927.3.1840	Tb427_030018100;Tb927.3.1840	"3-oxo-5-alpha-steroid 4-dehydrogenase, putative "	SterDH	"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"	Yes		High-confidence		TRUE (Homolog of Very-long-chain enoyl-CoA reductase)	TriTrypDB	Yes	1		Glyco_mito	"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"	33.4	0	313	0.9089841	2.39E-03	1	1	0.033	0.04	0.345	0.001	0.833	0.999412573	0.996147891	0.731391749	0.999412573	0.996147891	0.731391749	0.017	0.034	0.02	0.001	1	0.074	0.043	0.015	0	1	0.008	0.041	1	0.004	0.500398969	0.005	0.327	0.265	0	0.018	0	0.128	1	0.203	0.001	0	0
2558			Tb427_090047200;Tb427_090045300	Tb427_090047200;Tb427_090045300	Tb427_090045300;Tb427_090047200;Tb927.9.8070;Tb927.9.8420	Tb427_090045300;Tb427_090047200;Tb927.9.8070;Tb927.9.8420	"Ribosomal protein L16p/L10e, putative ;Ribosomal protein L16p/L10e, putative "		"60S ribosomal protein L10, putative,QM-like protein"				"60S ribosomal protein L10, putative,QM-like protein"								24.7	0	274	0.9077674	4.91E-03		1	0.106	0.009	0.345	0.009	0.833	0.998919455	0.990878734	0.733504011	0.998919455	0.990878734	0.733504011	0.023	0.001	0.004	0.002	1	0.284	0.015	0.031	0.021	1	0.011	0.013	1	0.004	0.500161031	0.002	0.117	0.059	0.001	0.005	0.001	0.454	1	0.318	0	0.001	0.001
2410			Tb427_090015900	Tb427_090015900	Tb427_090015900;Tb927.9.2670	Tb427_090015900;Tb927.9.2670	"ELMO/CED-12 family, putative "		"hypothetical protein, conserved"					TRUE	TriTrypDB	Yes	1				41.1	0	303	0.9050069	4.74E-03	1	1	0.012	0.031	0.341	0.012	0.833	0.999567986	0.987247768	0.728205027	0.999567986	0.987247768	0.728205027	0.002	0.001	0.012	0.001	1	0.014	0.058	0.012	0.022	1	0.019	0.036	1	0.012	0.498388929	0.001	0.079	0.007	0	0.001	0.001	0.059	1	0.191	0.001	0.001	0.001
2835			Tb427_100011400	Tb427_100011400	Tb427_100011400;Tb927.10.820	Tb427_100011400;Tb927.10.820	"Leucine Rich repeat, putative "		"hypothetical protein, conserved"				Localisation shows glycosomal			No					37.6	0.00025536	4	0.900162	2.15E-02		2	0.377	0.362	0.321	0.273	1	0.981836069		0.818487975	0.981836069	0.573301661	0.818487975	0.437	0.318	0.332	0.288	1	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.318	0.406	0.31	0.259	1	0.026	0.032	0.089	0.024	0.042	0.047	1	0.03	0.019	0.019	0.024	0.045
2820			Tb427_100008800	Tb427_100008800	Tb427_010022900;Tb427_100008800;Tb927.1.3180;Tb927.10.560	Tb427_010022900;Tb427_100008800;Tb927.1.3180;Tb927.10.560	"Ribosomal_S17 N-terminal/Ribosomal protein S17, putative "		"40S ribosomal proteins S11, putative"				"intracellular, organellar small ribosomal subunit, ribosome"								20.1	0	103	0.8991704	1.30E-02		2	0.235	0.011	0.351	0.003	0.879	0.99767801	0.884879065	0.814953978	0.99767801	0.884879065	0.814953978	0.068	0.001	0.03	0.001	1	0.635	0.018	0.022	0.007	1	0.001	0.014	1	0	0.635744036	0.001	0.537	0.407	0.002	0.014	0.001	1	0.478	0.125	0.001	0	0
3361			Tb427_100113000	Tb427_100113000	Tb427_100113000;Tb927.10.10610	Tb427_100113000;Tb927.10.10610	"Protein tyrosine phosphatase-like protein, PTPLA, putative "	PTP	"protein tyrosine phosphatase, putative"			High-confidence		TRUE	TriTrypDB	Yes	1				25.5	0	75	0.8960549	2.67E-02	2	2	0.042	0.216	0.084	0.045	1		0.919757259	0.872352487	0.814580895	0.919757259	0.872352487	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.031	0.374	0.043	0.014	1	0.052	0.057	0.126	0.076	1	0.006	0.82	0.017	0.008	0.005	0.007	0.456	1	0.031	0.008	0.009	0.005
3318			Tb427_100104600	Tb427_100104600	Tb427_100104600;Tb927.10.9780	Tb427_100104600;Tb927.10.9780	"DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein, putative "		"ATP-dependent DEAD/H RNA helicase, putative,ATP- dependent RNA helicase, putative"				Localisation shows nucleolus			No					98.8	0	11	0.8930701	1.18E-02		2	0.534	0.466	0.461	0.449	1	0.996670264	0.789469939		0.996670264	0.789469939	0.45781142	0.086	0.04	0.02	0.015	1	0.982	0.891	0.903	0.882	1	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.002	1	0.131	0.002	0.014	0.009	0.011	0.024	0.01	0.002	0.002	0.003
3328	1	glycosomes	Tb427_100105700	Tb427_100105700	Tb11.v5.0458.1-p1;Tb427_100105700;Tb927.10.9890	Tb427_100105700;Tb927.10.9890	"hypothetical protein, conserved "		"hypothetical protein, conserved"			High-confidence			Phobius	Yes but not predcited					97.2	0	323	0.8930128	2.72E-02	2	2	0.053	0.144	0.35	0	1	0.872369005	0.963970914	0.842698465	0.872369005	0.963970914	0.842698465	0.004	0.011	0.544	0	1	0.153	0.029	0.266	0	1	0.001	0.392	0.239	0	1	0	1	0.092	0	0.001	0	0.106	0.209	0.016	0	0	0
4478			Tb427_110169200	Tb427_110169200	Tb427_110169200;Tb927.11.15070	Tb427_110169200;Tb927.11.15070	"hypothetical protein, conserved "						Basal body protein	To be rechecked		No					119	0	87	0.8925412	2.69E-02		2	0.477	0.535	0.476	0.452	1	0.967771896		0.817310414	0.967771896	0.580238323	0.817310414	0.849	0.806	0.815	0.789	1	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.106	0.265	0.137	0.115	1	0.023	0.575	0.544	0.036	0.025	0.021	0.255	1	0.027	0.042	0.048	0.012
4107			Tb427_110087900	Tb427_110087900	Tb427_110087900;Tb927.11.8040	Tb427_110087900;Tb927.11.8040	"hypothetical protein, conserved "		"hypothetical protein, conserved"				Not observed in Glyc fraction								22.3	0	17	0.8886277	2.56E-02		2	0.592	0.232	0.343	0.223	1		0.853413051	0.923842441	0.76808759	0.853413051	0.923842441	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.733	0.104	0.166	0.083	1	0.45	0.36	0.52	0.363	1	0.004	0.004	0.018	0.003	0.012	0.005	0.227	1	0.07	0.011	0.002	0.003
1249	1	glycosomes	Tb427_050044700	Tb427_050044700	Tb427_050044700;Tb927.5.3810	Tb427_050044700;Tb927.5.3810	"Orotidine 5-phosphate decarboxylase / HUMPS family/Phosphoribosyl transferase domain containing protein, putative "						"PTS1, Carbonate resistant"			No					49.9	0	323	0.8804995	2.56E-02		2	0.289	0.078	0.284	0	1	0.944606175	0.789802392	0.907089816	0.944606175	0.789802392	0.907089816	0.048	0.012	0.374	0.001	1	0.819	0.019	0.252	0	1	0.001	0.203	0.226	0	1	0.002	1	0.297	0	0.002	0	0.035	0.066	0.008	0	0	0
2895			Tb427_100023700	Tb427_100023700	Tb11.v5.0732.1-p1;Tb427_100023600;Tb427_100023700;Tb927.10.2010	Tb11.v5.0732.1-p1;Tb427_100023600;Tb427_100023700;Tb927.10.2010	"Hexokinase, putative "									No			Glycosomal matrix	HK2	51.2	0	323	0.8795416	2.46E-02		2	0.362	0.127	0.396	0	1	0.894449377	0.780788222	0.963387132	0.894449377	0.780788222	0.963387132	0.229	0.06	0.503	0.001	1	0.857	0.032	0.174	0	1	0.001	0.288	0.511	0	1	0.004	1	0.359	0	0.007	0	0.033	0.059	0.016	0	0	0
3402			Tb427_100123000	Tb427_100123000	Tb427_090032800;Tb427_100123000;Tb927.10.11540;Tb927.9.6070	Tb427_090032800;Tb427_100123000;Tb927.10.11540;Tb927.9.6070	"KH domain/Ribosomal protein S3, C-terminal domain containing protein, putative "		"40S ribosomal protein S3, putative"				"40S ribosomal protein S3, putative"			No					24.2	0	198	0.8721076	9.06E-03		1	0.113	0.038	0.376	0.006	0.783	0.996067867	0.995530698	0.6247243	0.996067867	0.995530698	0.6247243	0.085	0.004	0.108	0.001	1	0.253	0.104	0.019	0.016	1	0.001	0.005	1	0	0.348138086	0	0.467	0.143	0.001	0.004	0	0.559	1	0.288	0	0	0.001
3491	1	glycosomes	Tb427_100139500	Tb427_100139500	Tb427_100139500;Tb927.10.13240	Tb427_100139500;Tb927.10.13240	"hypothetical protein, conserved "		"hypothetical protein, conserved"			High-confidence				No					69.3	0	323	0.865112	2.44E-02		2	0.12	0.171	0.329	0.029	1	0.806629814	0.988667149	0.800039055	0.806629814	0.988667149	0.800039055	0.032	0.035	0.683	0.001	1	0.328	0.054	0.119	0.085	1	0	0.425	0.184	0	1	0.004	1	0.566	0	0.005	0.001	0.013	0.017	0.011	0.001	0.001	0.001
4217			Tb427_110110200	Tb427_110110200	Tb427_100104800;Tb427_110110200;Tb927.10.9800	Tb427_100104800;Tb427_110110200;Tb927.10.9800	"Ribosomal L22e protein family, putative "						60S ribosomal protein L22								15.3	0	121	0.8602676	1.92E-02		2	0.391	0.123	0.155	0.078	1	0.991717931	0.723013031	0.866071705	0.991717931	0.723013031	0.866071705	0.145	0.018	0.087	0.002	1	0.99	0.214	0.25	0.173	1	0.037	0.137	0.129	0.059	1	0.001	0.083	0.073	0.002	0.009	0.001	0.319	1	0.311	0.003	0	0
459	1	glycosomes	Tb427_020019000	Tb427_020019000	Tb427_020019000;Tb927.2.4130	Tb427_020019000;Tb927.2.4130	"Enoyl-CoA hydratase/isomerase/3-hydroxyacyl-CoA dehydrogenase, NAD binding domain/3-hydroxyacyl-CoA dehydrogenase, C-terminal domain containing protein, putative "	ECoAH/I/HACoADH	"enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative"			High-confidence		Possible	Phobius	Yes but not predcited					89	0	323	0.8464788	3.44E-02	2	2	0.186	0.143	0.465	0.011	1	0.768290098	0.897429884	0.873716566	0.768290098	0.897429884	0.873716566	0.025	0.022	0.754	0	1	0.533	0.034	0.347	0.032	1	0.001	0.374	0.293	0	1	0.002	1	0.248	0	0.004	0	0.096	0.749	0.003	0	0	0
4541			Tb427_110183400	Tb427_110183400	Tb427_110183400;Tb927.11.16380	Tb427_110183400;Tb927.11.16380	"Tetratricopeptide repeat, putative "		"hypothetical protein, conserved"				mitochondrion								23.1	0	157	0.8449145	1.89E-02		2	0.07	0.058	0.46	0.029	0.766	0.970413558	0.997760105	0.56656979	0.970413558	0.997760105	0.56656979	0.037	0.101	0.309	0.025	1	0.149	0.029	0.071	0.037	1	0.025	0.044	1	0.026	0.298762705	0.001	0.024	0.027	0.002	0.002	0.002	0.073	1	0.1	0.001	0.001	0.002
895			Tb427_040020500	Tb427_040020500	Tb427_040020500;Tb927.4.1820	Tb427_040020500;Tb927.4.1820	"Elongation factor Tu GTP binding domain/50S ribosome-binding GTPase, putative "									No					71.7	0	13	0.8440739	3.47E-02		2	0.48	0.061	0.148	0.069	1		0.80793746	0.880210439	0.726040294	0.80793746	0.880210439	not ID'ed	not ID'ed	not ID'ed	not ID'ed	not ID'ed	0.813	0.039	0.115	0.07	1	0.148	0.083	0.181	0.068	1	0.002	1	0.109	0.002	0.003	0.001	0.001	0.002	0	0.001	0.001	0.001
898			Tb427_040020900	Tb427_040020900	Tb427_040020900;Tb927.4.1860	Tb427_040020900;Tb927.4.1860	"Ribosomal protein S19e, putative "		"ribosomal protein S19, putative"				"intracellular, ribosome"								18.8	0	54	0.8421971	2.22E-02		2	0.169	0.025	0.352	0.01	0.762	0.997157615	0.965138809	0.564294824	0.997157615	0.965138809	0.564294824	0.087	0.01	0.049	0.009	1	0.41	0.041	0.006	0.001	1	0.011	0.023	1	0.018	0.286160412	0	0.039	0.039	0	0.007	0	0.369	1	0.926	0.001	0	0
1969			Tb427_080009400	Tb427_080009400	Tb427_080009400;Tb927.8.920	Tb427_080009400;Tb927.8.920	"Ubiquitin-conjugating enzyme, putative "	PEX4 (E2 ligase)	"ubiquitin-conjugating enzyme e2, putative,ubiquitin-protein ligase, putative,ubiquitin carrier protein, putative"			High-confidence		TRUE		No		1			17.7	0	162	0.8416732	2.37E-02		2	0.416	0.059	0.365	0.038	0.926	0.941485047	0.584598352	0.998936184	0.941485047	0.584598352	0.998936184	0.184	0.017	0.384	0.025	1	1	0.044	0.145	0.019	0.778198128	0.065	0.115	0.566	0.07	1	0.001	0.785	0.071	0.006	0.003	0.003	0.057	1	0.163	0.004	0.001	0.002
